Gene Symbol	1B	2B	3B	8B	9B	10B	11B	13B	14B	16B	17B
CBX3	7.039378832	7.032385039	6.963378927	7.064868168	7.176290676	6.984591197	7.08639006	6.965091259	7.093308584	7.026953276	7.003757958
CBX3	13.34353512	12.53609796	12.64083711	13.43597898	11.46381617	12.56980373	7.552554571	12.35608418	12.69448026	11.83333533	11.5458996
CBX4	12.61920566	12.32606305	12.50909069	12.27867781	12.22446454	12.95332129	12.71782787	12.58997128	12.31320164	12.47449132	12.26823978
CBX5	11.70425328	11.85514105	11.64975043	12.20247143	11.5458996	10.97493515	10.13490238	10.99065142	11.87924509	10.62414681	10.74898691
CBX6	14.74377775	15.0563039	14.6938498	14.54901387	14.79467533	14.81836177	14.60925932	15.07536588	14.96771506	14.97204222	14.97965314
CBX7	7.610540574	8.38787022	8.219730769	8.759219088	8.751410722	7.698451059	8.18967074	9.467249455	9.035069299	10.15200697	10.07886137
CBX8	12.36553671	11.1876815	12.16864311	11.67758069	11.34355152	11.96471474	10.99478276	11.59379145	11.88681965	11.82600246	11.39351783
CBY1	9.380034381	7.023057607	7.094773171	10.5114798	10.31051038	7.197354484	11.40252388	9.145817921	9.668756565	6.996810244	7.974765451
CBY1	12.89926659	12.12083995	11.30797331	11.98489066	10.5944055	11.63929843	10.5811803	12.34458073	11.90909828	12.85414052	12.1033576
CBY1	8.622589362	8.991924683	7.369566321	10.10495289	9.437770143	7.291931681	7.299067781	8.389606402	9.687097527	7.354271602	8.1630875
CC2D1A	10.10059117	10.72426188	10.25464057	11.01203889	10.80776351	11.19803484	10.1018379	10.7344244	10.83089035	10.06743209	11.90164011
CCBL1	9.741726971	10.37307794	9.964197998	10.71012481	11.10975658	11.72451281	12.04070452	11.11976276	10.10821548	10.12630002	11.1969098
CCBL2	7.993592515	9.492691449	8.12408216	9.786742096	9.306961926	7.985406158	7.73952195	9.336475399	7.555480632	8.769026848	9.340349099
CCBL2	10.04724621	10.73263323	9.399709521	10.65556588	9.492901418	9.832012901	10.09377279	10.70063908	10.75169866	10.16015375	9.890764799
CCBL2	8.700614106	8.881646768	9.829981308	8.309820283	8.356261576	7.035336062	8.996822313	7.878569611	7.209316493	8.885403831	8.770519042
CCBP2	12.88753742	13.3527698	11.50545509	13.77089491	11.85839387	13.50204822	13.23448149	13.51199206	13.81691678	13.49364475	13.82339905
CCDC101	13.67741231	13.92588253	13.82119757	13.98034226	14.04155878	13.93828695	13.97686201	13.41295899	13.01782993	13.39630717	13.85908996
CCDC101	10.74746197	8.270618478	10.58490181	10.26527517	7.30070922	9.534350206	8.321452036	9.704625138	8.994036668	10.42801849	9.335880024
CCDC102B	10.36519942	11.23471592	10.26001276	11.43283849	11.12330366	9.156498478	9.940739044	10.49171896	11.01499668	10.32034057	10.61041934
CCDC106	10.62836795	12.81220641	11.96163961	10.82194485	13.84030845	12.73288913	12.50041118	12.83377717	10.69040258	12.10000695	12.95279506
CCDC109B	13.30853797	13.39500248	13.26077531	13.0080631	12.47818846	12.99126884	13.31523715	13.30853797	13.53223636	13.36194147	13.32786902
CCDC121	7.593384984	7.93285285	8.2071578	7.552906686	7.779860241	7.523750384	8.230321055	8.028572432	8.088162302	7.869671768	7.85743724
CCDC130	14.91954154	14.85460311	14.36451525	14.03120205	14.95662893	14.75358546	14.24411244	14.86907165	14.78338464	14.36138723	14.79812881
CCDC132	12.90478707	12.65784097	13.29275018	13.03441906	11.9895746	12.98255045	12.86594721	13.04641483	13.59472888	13.33850247	12.74750742
CCDC132	7.073540811	7.098652074	7.181846088	7.061278511	6.943674037	7.034382816	7.036311943	7.056671543	7.020793901	6.995272197	6.939835556
CCDC132	7.065366418	6.977346691	7.157026583	7.839066949	9.120127877	8.967466891	7.032003983	8.569471188	7.049724665	8.128679554	8.28242165
CCDC134	8.62728221	9.258347215	9.749359681	8.346293694	8.649697426	9.473064722	8.544358958	7.748732649	8.20544167	7.831097893	7.613055718
CCDC21	10.76616079	8.582474096	10.90137624	10.55324984	9.286944261	10.97201579	10.76885567	9.702970942	8.850400634	9.571861431	10.80287476
CCDC22	7.812775615	7.772654463	8.086185681	7.593096617	8.539992641	7.84519866	8.308555918	7.696049171	8.170430429	8.387699812	7.905703398
CCDC25	13.09692443	13.30442303	13.90710626	12.63105298	13.47879881	13.23836528	13.3775337	13.49821654	13.38665115	13.61427454	14.00528959
CCDC25	7.227731768	7.874572808	7.328762971	7.08781142	7.641192566	7.709335875	7.293744457	7.300011998	7.16716539	7.44716967	7.44131546
CCDC28A	13.89297974	13.7874294	13.38114388	13.56156967	13.46003342	13.61956265	13.96367621	13.78542458	13.68028802	13.77089491	13.7874294
CCDC28B	9.21734351	7.66613196	8.635201418	8.772844987	9.16773089	8.816532479	9.59976377	9.053458259	8.082685983	9.14855437	9.214411775
CCDC30	8.951955402	7.065343434	7.152353454	7.168306837	7.084809182	7.029971542	7.079154009	7.204141479	7.150179607	7.178776621	7.398150435
CCDC41	9.999038486	10.58430661	10.01040864	10.4660786	11.06965677	10.79119734	10.23647701	10.96547413	9.586715612	9.537147011	10.6379437
CCDC41	9.851410984	10.79195321	8.926956669	10.30791001	10.26464858	9.590399981	10.09068619	10.0858796	11.16938778	10.40827726	10.02746328
CCDC46	9.330835832	9.257976049	9.874185243	9.704238806	9.794179581	9.302220764	9.905479046	9.342350284	9.055263547	9.681305665	9.773954067
CCDC46	8.642516202	8.724867999	7.104251571	9.096770787	8.440971259	7.107690146	9.997927443	8.733125828	10.19240801	9.173826308	8.877419842
CCDC46	7.089172182	9.147249795	9.800753466	8.602016309	9.856839337	9.006925384	10.22398304	7.945177819	9.382015509	10.03050314	10.29455193
CCDC47	8.70366393	8.324810249	9.513793328	9.086220648	8.074848775	8.948927899	7.601906386	8.978618381	9.455008631	9.367029027	8.435091296
CCDC48	9.708762324	9.684666772	7.451071446	8.379581995	7.30070922	8.557201328	7.281973632	9.278817742	9.263581527	8.784218214	7.983731359
CCDC51	9.875842394	10.98407579	7.187794369	10.46574565	8.975956892	10.86710889	7.264933957	10.51433302	10.51858395	10.2715631	10.72815788
CCDC53	13.1398336	13.05572171	13.21279462	13.02708807	12.99392671	12.56735068	12.62458708	13.28015079	13.40242017	13.66215084	13.27309349
CCDC56	14.7067692	14.56492619	14.6759731	14.3580955	14.13919499	14.45671315	14.29811248	14.72568869	14.44815253	14.56189386	14.36937913
CCDC57	7.473060998	7.102207621	7.091082046	7.098440067	7.00219104	7.193170261	7.002021272	7.061714386	7.041279424	7.168060342	8.555132421
CCDC59	13.05238455	13.05624509	12.60721666	12.71686449	13.16674573	13.52817318	12.94187437	13.22428057	13.44733083	13.12886557	13.39316847
CCDC6	14.15647203	13.95205047	14.36138723	14.39652816	13.41509302	14.36937913	13.93551035	14.11909546	14.53705642	14.77039202	14.46756417
CCDC68	9.088880279	9.041190877	9.743360014	9.573258712	9.182555776	9.359542538	10.44104883	9.296952586	8.946829742	9.176058637	9.221663919
CCDC69	9.34864281	9.523977033	8.942032466	9.132957077	8.840394384	8.856617186	9.87224238	9.185005847	8.977163242	9.285407485	9.029805734
CCDC70	8.22882483	7.990163908	8.8309221	8.2700453	7.990370846	8.361536574	8.745450327	7.922355289	8.521529586	7.983019769	7.840842557
CCDC71	12.15443044	11.57857345	12.33024477	11.52507407	10.32078347	11.14782036	12.37766506	10.72275935	10.20399046	11.701029	10.80705073
CCDC72	11.88430339	11.97014959	11.89752284	11.7947622	12.91079694	12.04115094	11.77824896	12.22929225	11.55522665	11.71758191	12.20895142
CCDC76	11.41085455	11.21918422	11.31559216	11.46950777	10.52092234	11.1869558	11.38423936	11.48915466	11.57908053	11.71039459	11.29017505
CCDC81	9.68784773	10.02350283	8.022112993	8.665948493	9.475021222	10.57809315	7.586302377	9.282684914	9.363035728	8.8726259	9.16603422
CCDC82	12.72490136	12.86777327	12.42614041	11.69862918	13.68147362	12.85716732	12.64457351	12.94030506	13.06042837	13.05025936	13.06042837
CCDC85B	8.909752527	8.631319267	9.151894577	7.849175681	8.525013512	7.75219472	7.293744457	8.440829275	8.526108431	8.130347493	7.634955097
CCDC87	7.107835279	7.21277614	7.100561032	7.185822609	7.092183384	9.699298655	6.993573726	8.673501391	7.14226437	8.967118651	7.859093255
CCDC88A	11.07915124	11.5709498	11.19768871	10.56361974	12.21103006	11.0868129	11.24101248	11.65407689	11.91302192	11.54443543	12.12417469
CCDC9	8.596032407	8.932146698	9.594733329	9.361329794	9.968449527	9.906547078	9.754597941	8.140029839	7.716775285	8.168546458	8.771111559
CCDC90A	8.706917976	7.462458887	7.371382299	9.625768701	10.24949019	7.284974566	7.38371113	8.874146613	7.357300976	9.980037489	11.21885775
CCDC90B	13.40964412	13.39316847	13.24731547	11.84965826	13.93173005	13.53543992	12.87155136	13.61138635	13.73363797	13.66863595	14.06367678
CCDC91	7.333391826	9.088068645	7.364326223	9.001668759	9.690824247	8.243411584	8.892365115	9.884496896	7.232749795	9.077444186	10.30820107
CCDC92	14.1235344	14.53446945	13.82880374	13.49549688	14.3902371	14.53446945	14.02179543	14.33270606	14.6776376	14.49555209	14.60501558
CCDC93	11.0102785	8.895485888	10.93850878	11.201317	11.17610323	11.02788554	6.877859691	10.45601432	10.22870375	10.30036812	10.75659571
CCDC94	8.861595565	8.5129532	8.834123447	9.829981308	8.29028381	8.58901285	9.352032921	8.836665964	8.8309221	8.801005432	9.378004787
CCDC99	8.572062773	7.013855924	6.858017321	9.758524218	9.636276191	9.627932213	7.049075144	9.646389194	9.30051634	9.522494231	10.21026266
CCHCR1	8.349602752	7.915385824	9.208081994	8.329529847	8.244572721	8.385910169	7.10553978	7.973120231	8.249299304	7.71905032	7.662207073
CCIN	7.665685858	7.3898496	7.941390414	7.448403825	7.66319202	7.651999942	8.294775438	7.410244731	8.010699078	7.57188673	7.984917259
CCK	7.069208525	7.154735453	7.175834484	7.020272261	7.11115602	7.101774755	7.27662588	7.088549425	7.226284248	7.109828988	7.11669226
CCKAR	7.587359093	7.632982732	7.773459295	7.350736782	7.624561451	7.505086233	9.851249803	7.770068037	7.744750236	7.674749249	7.378521241
CCKBR	7.179906235	7.173958379	7.218578662	7.18163604	7.265289311	7.243397129	9.393536689	7.239828197	7.249020002	7.238436129	7.145985455
CCL1	7.684696796	7.564586931	8.103596919	7.546644423	7.711208466	7.875152671	7.720242266	7.549483849	7.783271762	7.597274808	7.372767842
CCL11	9.668372515	7.221193845	7.263010006	10.02075981	12.01053897	11.51078492	7.193638398	8.544358958	7.258845357	8.491542971	9.667682153
CCL13	10.34125087	8.485491152	12.98624137	9.646574235	11.31520469	9.998102853	11.21527775	12.49481023	10.60026357	12.06466073	12.0614584
CCL15	6.924743474	6.888526673	6.993328312	7.017807308	6.988128682	7.047058306	7.136123001	7.009362841	7.078778523	6.898640207	6.799134915
CCL15	7.384344544	7.668234238	7.309208296	7.433270508	7.361921005	7.487773507	7.808117246	7.259781091	7.614970766	7.406070155	7.269466312
CCL16	9.805507496	10.29290656	8.409827364	9.171187218	9.465873278	8.948611225	11.13757756	9.976224345	9.33175373	9.972738065	10.23870362
CCL17	9.077745188	6.956535837	7.100561032	7.025473805	7.032003983	6.967715841	8.836154604	6.944678149	7.151829715	7.010239987	7.42331641
CCL18	7.602686449	8.119976161	7.876353643	7.955145468	8.135511417	7.849768867	7.958170837	8.953498876	7.969014037	7.991558579	7.818983618
CCL19	14.16743566	13.24731547	8.210000874	7.380964304	9.806855389	12.82347395	13.4899032	13.20353772	12.41474207	13.25243338	13.72046729
CCL2	11.94638925	12.04115094	12.33882263	12.12785647	12.61327009	11.96401914	11.52407441	12.98571328	12.65180714	12.21385026	12.66190137
CCL20	8.659440088	7.837767192	9.569055554	8.589796314	7.846116294	8.129985323	8.840721514	7.790509229	7.897058463	7.634896292	7.712100469
CCL21	11.78156762	13.26123695	11.42729753	7.456526102	9.375550282	11.42504175	13.40618807	13.50523693	11.62612983	13.3665977	13.89206709
CCL22	10.22478116	7.366420559	7.293417362	8.177219109	8.894303754	7.364326223	10.55439099	8.160444734	7.379187444	8.409381549	9.301528357
CCL23	11.18263182	12.57266985	11.14353743	10.11342947	11.17310971	10.38186043	13.71399828	12.05618302	12.24012506	12.69490614	13.51337511
CCL23	7.494753593	7.361900171	7.727840128	7.384461725	9.245687978	7.562350088	10.97527315	7.393624916	7.43611248	7.489414095	7.777794049
CCL24	9.679680185	9.015663617	8.236538783	7.664451915	7.579666964	7.967514135	11.26863335	8.809161072	7.765865224	7.677271597	7.396473039
CCL25	10.88001017	10.49465926	9.997752032	8.946633929	11.66682777	9.793075093	10.12123139	11.99564945	10.43587017	8.206512511	10.33926803
CCL25	9.206597609	7.866208767	8.836798541	7.961227176	8.017680325	8.380061465	10.4779491	7.774129074	8.332077598	7.969392326	7.670312663
CCL27	7.255102301	7.115864414	7.336257309	7.220557827	7.102603873	7.157388168	7.236513349	7.233598103	7.199078403	7.258929428	7.145435792
CCL3	11.52468455	11.20400223	8.052672865	9.555207448	12.95771987	11.21000309	8.342466819	10.09559247	12.49017532	9.288750858	8.846168018
CCL3L3	7.111019555	7.106873987	7.124747437	8.220592241	10.66866758	10.21069694	7.140679295	9.523418125	7.098440067	9.807215971	9.5621677
CCL5	14.81646789	14.74377775	13.86556512	13.32557819	14.59215236	14.94002077	14.30227255	15.17687205	14.63065039	14.60093739	15.0563039
CCL7	6.9390653	7.008546275	6.942690913	7.267186375	6.995480015	7.124521468	10.26876939	6.933728663	7.0395051	6.842263987	7.055632358
CCL8	13.33613927	12.84283775	13.49683396	13.38114388	12.6606316	13.09748173	13.23206987	13.31225689	13.03597736	13.43802195	13.48681911
CCNA1	7.462914498	7.2775626	7.812337375	9.174036086	7.251704193	7.750808807	12.25004255	7.204577554	7.374996022	9.046353764	7.302725929
CCNA2	12.57433592	12.21219027	12.87527413	13.24167465	12.21809997	12.89013415	12.10766636	12.35778285	11.98596561	11.18455616	10.81562491
CCNB1	10.84159419	10.7017466	11.54153302	11.91970172	11.44633564	12.03995279	11.16326191	10.96363295	10.04471021	10.46127638	10.74088775
CCNB1IP1	8.507850737	8.658597106	9.239240685	8.700614106	8.554390105	8.696257239	8.985489703	8.220988393	9.661607068	8.322430056	8.588194788
CCNB1IP1	11.71242076	11.10524095	11.68567063	11.27164779	11.55449217	10.83810191	11.31194202	11.65709258	12.01053897	11.88519887	11.74844785
CCNB1IP1	10.86992431	11.87542406	11.42692665	12.0863832	12.8187898	11.1220443	14.34898923	10.93667781	10.83487523	10.10287542	10.77027524
CCNB1IP1	13.05678227	12.24559506	12.58371825	12.61618772	13.15896466	12.43509063	12.81826904	12.31739984	11.96199025	12.82439025	12.90851874
CCNB2	12.69143898	10.88307348	12.56412786	11.49365201	10.99287722	11.31895218	7.301004482	11.39257285	8.996822313	11.3554457	11.48397953
CCNC	12.7203163	12.17661045	12.66627119	12.63395914	12.02915347	11.92308705	12.45435111	12.30717503	12.42864777	12.57081293	12.37351457
CCNC	11.31816568	10.89874668	12.52454733	10.21421146	9.51205931	10.59027919	10.16668563	10.22495888	11.41602106	9.855701803	9.604281835
CCNC	7.097035517	7.087493789	10.8657036	10.08515986	9.033650571	7.041573528	7.088001278	8.469819838	10.98320537	8.615843878	10.10897928
CCND1	13.22303907	13.76878926	13.85754458	14.0140812	15.01392214	13.77853166	14.05504118	14.26950681	14.01486788	13.92167757	14.9450231
CCND2	8.698096891	12.05656165	12.01428903	12.57527389	12.25789423	10.03012952	12.02183628	12.60532036	10.36710197	12.38438595	12.80535235
CCND3	13.39129446	13.08714354	11.56910793	13.17563125	13.61564076	13.49495963	13.29275018	12.92424595	12.91767131	12.64787824	13.7663105
CCNE1	7.109828988	8.277229296	7.237797254	7.100886766	7.156944514	7.051245875	7.189421048	7.143941876	7.265249902	7.257449754	7.115864414
CCNE1	13.54705524	12.11676107	12.94140739	12.65279877	12.43647259	12.21767994	11.66998867	10.9849506	9.62008171	10.49293768	11.65407689
CCNE2	7.335795716	7.01843558	7.180732454	7.272799141	7.251704193	7.134772014	7.019322988	7.058430306	7.293571896	6.938887854	7.058896051
CCNE2	10.47701677	7.256761085	10.36670995	10.99917318	7.557485573	10.14788247	7.464334112	9.077594687	7.345274276	9.125601483	8.075645045
CCNF	13.9055584	13.0748196	13.82339905	13.63065611	13.37224855	13.66661604	13.32370852	12.73719329	12.41955287	12.47632303	12.11676107
CCNG1	9.051348196	9.242596805	9.934026023	8.351781172	8.735301031	8.80430286	8.807764339	10.49242631	9.352261162	10.66040383	10.53598535
CCNG1	10.40672981	11.64446317	11.23352772	11.15819088	11.76513462	11.28031951	11.15712928	11.67469895	11.26053037	10.77739968	11.21813764
CCNG2	7.080545631	7.195562099	7.135172725	7.122968452	7.223228973	6.992443882	7.012814694	7.087493789	7.237032058	7.081190681	7.038396578
CCNH	12.05693627	12.1999222	11.97785932	11.79130242	11.41796256	12.04404233	11.72310094	12.61477489	12.52211407	12.40883215	11.99488101
CCNI	14.94247941	14.44815253	14.53314889	14.6938498	14.42124077	14.51101634	13.74861312	15.15757571	15.13004414	15.11839179	15.15757571
CCNJ	6.953688879	7.022316966	6.851812801	8.287809989	8.081302949	8.677560965	6.956269616	6.968278218	9.091786446	7.03251518	7.376115571
CCNJL	7.827395	7.682628958	8.147211409	7.536679755	7.397266944	7.577543434	7.632618873	7.529403815	7.668657407	7.544169355	7.458114802
CCNL1	13.02766439	12.49570394	12.01623636	12.74455162	13.16166472	13.16382803	12.02547071	13.42513393	13.70779107	13.4754408	13.35030422
CCNL2	9.3584963	10.66367252	7.905461003	9.292246694	10.77444251	10.61655513	7.840654688	9.520482364	9.845494914	7.664909585	8.695881965
CCNO	10.26527517	10.97336867	8.50797187	12.30321438	10.37088307	12.03634166	11.33154524	11.54122459	11.13250156	11.33590575	11.47580533
CCNT1	12.21685896	12.13750442	11.47823011	12.32285292	11.67412355	11.08419756	11.49454297	11.43541928	12.12744785	11.56029361	11.01870621
CCNT2	11.16536196	10.89716478	11.07558771	11.28866841	10.30310675	11.62567261	11.46989589	11.03922006	12.12707666	10.99691778	10.41852218
CCNT2	7.195869165	7.07964617	7.114962569	8.007539769	7.434840926	7.117303147	8.763270971	7.136571827	7.513188682	7.311103917	7.120840717
CCNT2	9.06163926	8.777266241	7.880446167	10.29721073	10.73224642	9.946798913	10.31051038	10.69992765	9.491668123	8.535333591	9.876711546
CCPG1	11.96729453	12.59343685	12.1355595	12.24099754	13.1398336	12.66007565	12.85667226	12.62757617	12.45083279	12.43550759	13.2373375
CCPG1	8.851393081	7.091439659	7.177073863	8.171533969	7.10650272	7.158473271	8.098275206	7.873918475	8.567108417	10.00177413	9.466045374
CCR1	7.323246434	8.515733006	7.791315795	8.643881596	9.083956435	7.96666455	7.544304359	9.848805964	7.258234654	8.645585838	9.601417327
CCR10	12.25401015	12.02143614	12.34332412	12.13276109	11.14433405	10.40022665	11.16282903	11.88343016	11.27434443	12.22817374	11.43464208
CCR3	7.217138388	7.1092588	7.191835125	7.10690559	7.185853853	7.161213311	7.480260911	7.120590732	7.186114891	7.169029837	7.070773767
CCR3	7.204241599	7.034495058	7.209383144	7.146815959	7.220944445	7.174178446	7.152385562	7.210793897	7.156650283	7.152233813	7.289233527
CCR4	10.41763007	9.33194455	9.829981308	8.886284577	8.653174749	9.749888965	11.53712578	10.33749713	10.35327346	9.103776409	9.839290583
CCR5	7.026262578	7.408512721	7.160963437	7.146815959	7.580844477	7.145354781	7.258271208	7.155709346	7.186703946	7.269809584	7.215410163
CCR6	7.303123426	7.194725551	7.258737672	7.116866762	7.368522096	7.265134304	7.371564661	7.157118089	7.312488826	7.243140251	7.218578662
CCR6	14.55262605	14.49555209	14.49106418	15.1101375	14.84066834	14.57534366	15.28793558	14.47970959	14.31326674	14.42904132	14.66135067
CCR7	13.46052529	12.67923211	11.27252966	11.08950904	11.75145201	12.63395914	12.76644755	12.77227567	11.71563034	11.9761942	13.09795526
CCR8	7.688716795	7.085205136	7.103053689	7.834347344	7.156944514	8.509011989	9.075780322	7.092977146	7.212618933	7.137167752	8.089711315
CCR9	7.757856502	7.78597141	8.520114244	7.973985111	7.90807729	8.04123581	8.209157145	7.678102689	8.236280224	7.764253209	7.601486375
CCR9	7.030595347	7.003678251	7.047600977	6.946391673	6.991752269	7.001909987	7.076990165	7.077323955	7.017960399	7.115509715	7.013292384
CCRL1	7.253714421	7.191366158	7.273188298	7.118926439	7.299259222	8.756635323	7.586302377	7.253015003	7.232066902	7.207612023	7.168810391
CCRL1	10.58288079	10.16061395	10.85612281	10.51251562	8.547791487	10.93276068	13.06821054	8.430344134	11.30323449	9.953852225	9.062608584
CCRL1	8.90186078	10.42118999	8.412942236	8.976612517	10.15038165	9.496283716	9.037641163	10.3597292	10.36519942	9.729160588	9.531203274
CCRL2	7.343228454	7.342929952	7.371382299	7.199852571	7.521124853	7.445242193	7.489202095	7.170813019	7.562224551	7.365300953	7.34941143
CCRN4L	8.173391039	9.382200002	7.087722988	9.160550103	11.76028363	9.881110506	7.12251213	10.7580748	9.105545843	9.028004741	11.48036302
CCS	12.15805084	12.19780063	11.81403496	12.86078579	12.45710699	12.22216921	12.5403159	11.75732718	11.60552565	11.86146726	12.01666312
CCS	9.045958366	8.055444751	8.926434901	8.725655637	8.720558945	8.919221644	8.63246526	8.329650372	9.373972638	8.046863707	8.379124126
CCT2	11.84804828	11.24600478	11.28725066	12.43885703	13.03330438	12.29563762	10.74643362	11.20923547	11.55963278	12.16735985	12.173926
CCT3	11.1876815	11.18022694	11.38918579	12.1694009	11.06679527	11.3307213	11.57283837	11.16002167	10.69858827	10.80254481	10.75624815
CCT3	12.54392369	11.71606536	12.71039403	10.75699688	11.72671867	12.22538632	8.545569794	10.9159717	12.19904675	11.76220865	9.708429506
CCT4	13.00224944	12.80103205	13.23507227	13.16734482	12.63996989	12.82439025	13.38241915	12.40883215	12.73389667	12.72338962	12.58769757
CCT5	11.99668389	12.26909123	12.55655524	12.51000821	11.79550381	12.00683694	12.6553452	11.86892886	12.34743832	11.88207359	11.61037578
CCT6A	8.105950817	7.953506299	9.677435095	8.878489054	9.870796509	8.774682618	8.759219088	7.383881533	9.202414218	8.375176426	8.968401785
CCT6A	12.14075739	11.75107607	12.58717389	12.51768065	11.30523864	11.84095236	11.4246325	11.9434143	11.46911427	11.78078379	11.32649215
CCT6B	11.81237225	10.71363567	11.67373905	11.73457077	9.569226514	10.71478862	11.0856303	11.17867554	10.88752381	11.49290199	10.95973508
CCT7	13.11697748	12.94187437	13.70206252	13.23941799	12.15363719	12.66798829	12.50353217	12.07043966	13.01899007	11.93654978	11.01311359
CCT7	9.231906809	9.69348983	9.889591785	9.867660258	8.95629268	9.445899419	9.114574467	9.19794396	9.4014771	8.815806848	8.439573164
CCT7	8.894580213	7.564586931	7.42724387	8.606891273	8.870662986	8.781214392	9.140949167	8.51216999	7.582048371	9.094714152	9.408257974
CCT8	13.30048065	13.53288653	13.84116132	13.96287421	13.22858993	13.73363797	13.08777658	13.66940223	14.11200216	13.30337327	13.00123417
CCT8L2	7.078473113	7.121876988	7.132578518	7.038285276	7.167301167	7.133041974	7.168384564	7.109575613	7.058728299	7.13361268	7.043313546
CCZ1	9.419260134	8.007713341	8.909858574	10.14328636	10.04993415	8.621595183	8.590316124	7.872103745	9.808060044	8.055444751	8.404710315
CD101	7.816602384	7.946311618	8.024747507	7.500814688	7.707356928	7.742861382	8.158828656	7.506203129	7.891391345	7.627479789	8.024338865
CD14	7.746697362	7.570268768	7.959130541	7.50899719	7.635766786	7.603196086	7.890228775	7.374570567	8.102687284	7.51463212	7.359957691
CD14	15.40839245	15.35722191	15.36728031	15.71022749	15.53658644	15.35193122	15.65950721	15.53658644	15.35193122	15.35193122	15.52895855
CD151	9.014271029	10.61751502	10.17905934	11.74998569	11.50349704	11.10544055	11.03224572	9.259413246	10.74227232	9.464121688	9.584443998
CD151	7.248579643	8.523478776	7.286809618	7.883688525	9.991777045	9.550271545	7.293744457	9.636014337	9.454462457	9.555762203	9.074351144
CD151	14.56189386	15.00369621	14.88658625	14.99893882	14.94719425	14.8713513	14.92875421	14.8346122	14.75732463	14.88076344	14.8228298
CD160	8.111968768	7.946767505	8.754099974	8.888899422	9.308670455	8.199782871	8.517877502	9.254970913	9.250672733	7.992686737	9.971611459
CD163	10.68397277	9.67566131	10.95580449	11.44003406	9.052985846	9.14008113	7.49655739	11.2017014	12.62218741	12.56221373	11.80580994
CD163	12.22853537	12.52645076	11.5639537	12.24677904	12.96781004	11.69304842	11.19626633	12.60628037	13.42180917	12.44919787	12.64602044
CD164	13.06278817	13.38849712	13.0050158	13.67904908	12.77082753	13.08659341	13.54576938	13.39757822	13.66135312	13.45006135	12.99922257
CD177	7.830058894	7.392259199	7.470979621	8.072057605	7.253847282	7.723275197	8.629989932	7.482794164	8.519373525	7.239174695	7.159064185
CD180	10.72635432	10.91424952	7.850373124	10.37851716	10.97183393	9.167132488	10.1112867	10.40264337	9.254286674	9.116286093	10.915022
CD19	12.65045367	13.41874082	10.64192144	9.600667795	7.172239035	11.37645589	13.52609922	12.96724513	9.490000413	9.95136977	13.12642272
CD1A	11.81037319	9.935276695	15.21676825	8.443659369	11.89695616	8.09691907	14.00164761	11.59483866	12.22493936	11.84727833	11.24600478
CD1B	7.821639571	7.092582108	9.132652453	6.937186912	7.076949697	8.220445247	8.793717587	8.810690965	8.44033857	8.269611797	8.149323114
CD1C	11.28497677	13.0963436	12.4863313	8.904838135	12.83223147	12.01053897	13.4619782	12.8845005	12.26209337	12.81460578	13.64141209
CD1D	9.998102853	9.624733102	8.352745774	8.529813673	7.854360718	8.987541325	8.220988393	9.670426311	9.832956689	10.31785408	9.967627647
CD1E	7.990061109	7.688777038	10.35440943	7.607427461	7.911912543	8.285471624	10.26650841	7.609335048	8.08079281	7.88117012	8.310211126
CD1E	10.81919504	10.14734373	11.33794501	7.324481156	10.60525558	9.680069094	11.5298962	9.967239438	9.885652006	10.47515465	12.05470765
CD2	11.89991785	8.821216502	10.06151912	8.586580327	8.595709478	9.056239799	7.274720088	11.1934071	9.727336387	11.22523869	12.31481886
CD200	9.375877151	9.981197406	9.780601535	9.604105073	9.524596154	8.08831335	10.58533253	9.96163601	10.24051537	8.551277346	9.177483253
CD200	10.84225094	11.70373849	11.02896444	11.9823862	11.79764733	11.20923547	11.83504571	11.16159815	11.70888678	10.6422572	11.45649204
CD207	11.67039689	10.12445631	14.26482821	8.117514328	10.34903231	9.236066368	12.55041068	9.669804995	9.540809948	9.138175302	9.878476932
CD209	11.57059169	12.32022205	11.18517169	11.0168175	12.28390607	10.78968156	13.24000125	12.98896734	13.25361413	13.47088126	13.15673804
CD22	11.25487525	11.48090467	8.367817959	7.709937528	8.379903777	9.975801971	9.865443328	10.41338519	10.35593931	9.032030932	10.04740701
CD226	11.54318632	10.83169171	11.04500919	9.228413871	11.04392629	11.61150971	11.61258374	11.40892983	10.89181653	9.786569464	11.28765425
CD244	10.59885645	9.65716703	10.46051656	8.580816932	10.3380898	10.38731197	10.82509749	10.79427822	9.759981307	10.27262523	10.68852943
CD247	13.0665872	11.59792348	12.33332336	10.76016512	10.76923407	12.67442089	11.98350721	12.92482023	11.89991785	12.20041832	11.68534342
CD247	13.77260637	12.89753706	12.7618273	12.86927274	12.93408188	13.4175144	13.68028802	13.5704817	12.75485018	13.03393832	13.15549176
CD248	14.78140962	14.9630599	13.93313357	14.2638547	14.7472545	14.20097248	14.48592828	14.83294146	14.92615114	14.89277065	14.86240524
CD27	11.01232611	10.08280275	9.375877151	9.833787558	8.985205049	10.66367252	11.50128736	11.19662836	8.846840092	9.819221685	10.74643362
CD2AP	11.3166191	10.01283116	10.7956137	9.546753306	8.699749842	10.48162459	9.442038956	10.59716249	11.15551339	10.86529594	9.275217282
