	Gene.ID	Stroma.pixels	Epithelium.pixels	Brown.Spots.in.Stroma	Brown.Spots.in.Epithelium	Nucleus.Pixels.in.Stroma	Nucleus.pixels.in.Epithelium
131	GAD1 	13475	94366	0	0	565	5559
132	GAD1 	9627	742	0	0	145	79
133	GAD1 	2939	44700	0	0	209	4643
134	GAD1 	6788	28067	0	0	167	1352
135	GRIA2 	44746	21916	643	400	2670	1583
136	GRIA2 	116633	18972	234	189	921	1455
137	GRIA2 	4433	0	2	0	58	0
138	GRIA2 	111353	36966	308	683	406	1294
139	GRIA2 	37767	27606	186	241	552	2330
140	GRIA2 	24286	20750	0	2	939	2556
141	GRIA2 	14987	28374	9	55	733	3319
142	GSDMB 	1210	5356	0	0	104	471
143	GSDMB 	20034	71928	8	3	828	3818
144	GSDMB 	7599	32236	0	0	163	861
145	GSDMB 	3759	90479	0	0	84	4473
146	GSDMB 	37931	17987	25	33	134	215
147	GSDMB 	30333	34415	9	5	243	780
148	GSDMB 	4257	39662	0	0	159	2646
149	IFI27 	2764	19102	0	7	9	1350
150	IFI27 	4598	26168	0	0	286	1815
151	IFI27 	21703	17855	0	11	225	688
152	IFI27 	19851	59644	0	0	512	1891
153	IFI27 	13203	25344	0	0	227	1131
154	IFIH1 	130174	20489	199	40	17896	3360
155	KIF20A 	30317	12881	341	297	596	162
156	KIF20A 	50425	3017	558	37	1594	250
157	KIF20A 	28955	4519	818	179	312	126
158	KIF20A 	35515	529	1391	29	289	0
159	KIF4A 	2221	10092	1	99	12	161
160	KIF4A 	34404	16567	2	5	1179	815
161	KIF4A 	45079	12376	40	91	253	185
162	KRT6B 	4241	71546	0	0	346	6659
163	KRT6B 	26966	63669	1	1	215	1143
164	KRT6B 	4745	41369	0	23	537	5180
165	KRT6B 	20876	57268	10	16	120	1240
166	KYNU 	45886	20759	92	189	343	286
167	KYNU 	32795	22101	0	0	355	1059
168	KYNU 	2579	12571	4	37	172	1178
169	KYNU 	23745	1689	298	20	553	38
170	KYNU 	40614	47961	0	0	175	1379
171	KYNU 	25909	101821	0	4	560	7151
172	KYNU 	96750	13193	203	532	603	307
173	MGAM 	45975	40019	3	4	1439	3044
174	MGAM 	1913	36794	0	4	185	3073
175	MGAM 	52077	69863	1	0	1209	4136
176	MUC4 	21643	28617	9	14	845	4126
177	MUC4 	45162	85423	0	2	746	7917
178	MUC4 	38127	1965	0	0	129	89
179	MYBPC1 	23776	27104	0	0	249	1601
180	MYBPC1 	4514	19400	0	0	11	228
181	MYBPC1 	30140	19186	2	0	164	584
182	MYBPC1 	86973	49133	0	2	2277	2883
183	MYBPC1 	8500	14495	0	0	7	98
184	MYBPC1 	6018	7513	0	0	217	361
185	MYT1 	431	18222	0	0	30	793
186	MYT1 	2326	75117	0	5	90	3358
187	MYT1 	15329	22574	2	9	200	825
188	MYT1 	76868	15677	0	2	370	604
189	MYT1 	7700	49814	0	6	464	2647
190	MYT1 	7588	10862	0	3	829	1064
191	MYT1 	0	0	0	0	0	0
192	OAS1 	5653	49118	0	14	414	4287
193	OAS1 	10751	69009	1	4	335	2952
194	OAS1 	4568	65224	0	0	329	4581
195	OAS1 	33311	11012	347	173	1051	346
196	OAS1 	6358	44251	1	1	339	2858
197	OAS1 	8705	83651	0	3	531	5618
198	OAS1 	2398	73447	7	13	151	6217
199	OAS2 	35534	27557	661	2367	130	83
200	OAS2 	13961	12708	65	32	338	419
201	OAS2 	1885	4177	1	1	97	338
202	PCDH8 	84530	16107	53	298	393	527
203	PCDH8 	48569	37044	1249	2461	314	344
204	PROCR 	11195	43440	2	5	157	876
205	PROCR 	6411	49271	1	24	146	1457
206	PSMD3 	50257	12941	17	58	301	244
207	PSMD3 	30540	10062	0	0	1224	665
208	PSMD3 	28225	1870	3	3	132	69
209	PSMD3 	10043	9802	0	0	143	424
210	PSMD3 	92827	13357	10	125	364	272
211	PSMD3 	24518	55625	8	40	469	1511
212	RAP1GAP 	28614	35717	6	8	8657	10931
213	RAP1GAP 	14628	27026	117	1410	246	320
214	RAP1GAP 	51452	6415	82	256	515	105
215	RAP1GAP 	26424	8478	0	0	101	63
216	RAP1GAP 	37175	11242	38	185	292	283
217	RAP1GAP 	21983	95543	1	7	5066	25486
218	RAP1GAP 	28415	21812	1	2	82	169
219	RTP4 	68108	6598	1302	115	1379	257
220	RTP4 	5214	2343	224	180	164	56
221	RTP4 	10141	22326	399	1617	55	51
222	RUNDC3A 	74806	17492	847	1648	508	69
223	RUNDC3A 	54193	29555	232	1041	478	367
224	S100A7 	2447	68554	0	0	147	3634
225	S100A7 	569	688	0	0	36	33
226	S100A7 	5297	19981	0	0	272	2644
227	S100A7 	50557	25269	0	0	54	220
228	S100A7 	50557	25269	0	0	54	220
229	S100A7 	396	14571	0	1	14	763
230	S100A7 	1457	42154	0	0	225	7000
231	S100A8 	63415	27663	2	4	461	562
232	S100A8 	7188	3307	3	6	78	72
233	S100A8 	66444	23765	2	1	2764	1913
234	S100A8 	8418	59034	0	0	614	5071
235	S100A8 	61916	61620	3	12	2188	7417
236	S100A8 	13786	13933	1	1	52	202
237	SCG2 	53215	47302	4	5	879	1315
238	SCG2 	0	0	0	0	0	0
239	SCG2 	0	0	0	0	0	0
240	SERPINA3 	9225	74211	19	173	374	4965
241	SERPINA3 	39644	66911	2	5	945	3696
242	SERPINA3 	23925	108650	3	23	4490	21120
243	SERPINA3 	129049	10647	295	59	6171	932
244	SERPINA3 	13343	96400	8	183	2774	19829
245	SERPINA3 	33538	53559	43	447	353	1180
246	SERPINA3 	68815	29823	1	0	116	76
247	SLC27A2 	56121	55970	3	9	629	3156
248	SLC27A2 	14085	49379	1	3	201	2447
249	SLPI 	4767	6264	1	0	582	819
250	SLPI 	21064	9844	0	0	46	169
251	SLPI 	5233	5024	0	0	724	915
252	SLPI 	1139	6443	0	0	3	142
253	SLPI 	290	3245	0	0	10	76
254	SLPI 	65009	89005	1	2	6132	10200
255	STC1 	120432	2639	168	14	632	62
256	STC1 	110878	13141	28	17	928	446
257	STC1 	54122	21708	67	78	393	592
258	STC1 	68693	17664	1094	797	135	100
259	UBE2C 	365	1979	0	2	7	30
260	UBE2C 	68273	48995	11	175	269	1325
261	UBE2C 	1528	86	73	5	5	0
262	UBE2C 	15331	60684	49	250	1207	4977
263	UBE2C 	14826	12709	1	0	28	23
264	UBE2C 	37775	5976	197	54	311	70
265	UBE2C 	13914	2635	50	31	222	47
266	VTCN1 	8232	14397	13	24	344	672
267	VTCN1 	1018	288	7	0	21	6
268	VTCN1 	12563	47123	12	100	389	2035
269	VTCN1 	46190	42720	18	68	874	936
270	ACTA1 	8210	31439	30	239	1284	5385
271	ACTA1 	77429	0	123	0	3265	0
272	ACTA1 	92722	9045	814	326	4123	377
273	ACTA1 	37982	47156	23	67	372	1051
274	ACTA1 	34107	18284	914	549	3156	2145
275	ACTA1 	100112	9195	2269	638	1673	157
276	ACVRL1 	3354	10921	0	0	58	377
277	ACVRL1 	9618	14923	0	0	26	511
278	ACVRL1 	10224	14747	0	2	449	1725
279	ALDOB 	19740	72410	1	2	1718	9304
280	ALDOB 	154	6852	0	1	13	684
281	ALDOB 	41244	74531	0	0	867	3670
282	ALS2CR8 	53904	17318	850	1125	193	96
283	ALS2CR8 	15566	11825	215	429	38	27
284	ALS2CR8 	17756	68264	51	314	144	1133
285	ARL3 	11335	1043	98	2	239	47
286	ARL3 	16888	34154	137	201	789	2693
287	ARL3 	37994	964	266	6	710	31
288	ASPM 	42168	36902	0	3	401	1007
289	ASPM 	57396	56513	74	934	184	270
290	ASPM 	8605	23471	1	2	143	502
291	ASPM 	6958	56923	0	14	38	1727
292	ASPM 	35246	26644	109	632	135	126
293	ASPM 	60197	5187	332	92	304	35
294	C2orf83 	16559	51261	3	32	312	1342
295	C2orf83 	11699	35185	2	22	197	1651
296	CCDC102B 	19279	48760	200	679	1437	3776
297	CCDC102B 	4078	18388	208	1236	206	805
298	CCDC102B 	75583	13362	3343	580	4024	1096
299	CCDC102B 	11206	6895	15	16	225	203
300	CCDC102B 	37148	19223	217	449	383	152
301	CEP170 	14277	3394	4	3	262	98
302	CEP170 	8168	61571	0	16	195	2587
303	CEP170 	51722	29191	1870	3733	884	361
304	CEP170 	67026	73534	0	0	2021	3648
305	CEP170 	20262	72271	5	45	214	1619
306	CEP170 	38410	14317	50	42	967	459
307	CFTR 	26051	79638	44	95	1057	3991
308	CFTR 	16784	97243	16	212	547	5145
309	CFTR 	54084	7159	1348	854	231	14
310	CFTR 	64803	52299	3	128	922	2928
311	CFTR 	13163	21604	84	213	119	209
312	CFTR 	8213	1109	352	87	26	4
313	CNKSR1 	7192	28192	9	62	17	215
314	CSN2 	21889	39508	4	14	1097	2767
315	CSN2 	1689	1629	0	0	151	153
316	CSN2 	613	30072	0	0	21	2575
317	CSN2 	76563	27494	193	1075	227	200
318	CSN2 	1086	338	2	1	69	25
319	CSN2 	55011	13753	141	369	122	42
320	DAZ2 	6248	53461	0	0	342	3568
321	DAZ2 	20962	70850	0	1	635	3530
322	DAZ2 	77890	49294	0	0	924	1434
323	DDX42 	62716	5329	290	192	86	8
324	DDX42 	7008	18294	23	55	126	358
325	DDX42 	54622	29640	116	338	270	225
326	DDX42 	73062	17114	593	618	323	41
327	DDX42 	97880	4679	66	79	990	35
328	DDX42 	113302	2298	512	101	123	4
329	DNAL4 	2872	10164	0	0	15	84
330	DNAL4 	1589	4889	0	0	6	16
331	DNAL4 	1710	4008	0	0	13	78
332	DPT 	81425	13592	147	319	489	318
333	DPT 	42062	14815	710	433	416	186
334	DPT 	27308	28934	18	47	284	691
335	ENTPD1 	9269	8997	155	204	220	299
336	ENTPD1 	22671	101616	0	0	1214	7295
337	ENTPD1 	105164	9251	147	168	118	154
338	ENTPD1 	22665	111750	2	84	1065	5742
339	ENTPD1 	21452	92351	18	89	1776	9433
340	EPHB4 	18407	9805	35	88	150	102
341	EPHB4 	16292	8915	3	9	114	208
342	EPHB4 	9338	6969	56	86	47	96
343	EPHB4 	167027	9314	45	32	113	67
344	EPHB4 	99642	51699	198	882	431	1137
345	EPHB4 	100132	12026	18	6	305	564
346	EPM2A 	28170	42578	0	17	1198	2251
347	EPM2A 	4993	69493	0	0	175	2076
348	EPM2A 	38407	65618	1	0	557	1597
349	EPM2A 	40590	65503	0	0	1187	2798
350	FOXRED2 	15637	24826	128	772	228	500
351	FOXRED2 	13433	39518	7	106	113	1411
352	FOXRED2 	40101	59229	594	1084	1577	2546
353	FOXRED2 	25329	60517	57	284	141	1672
354	FOXRED2 	39123	46210	49	161	726	1413
355	FOXRED2 	17000	16761	91	298	211	295
356	FPR3 	57592	37878	7	116	309	582
357	FPR3 	3038	9009	23	10	106	361
358	FPR3 	22130	49932	20	62	145	773
359	GABRA6 	5108	49213	0	2	172	1632
360	GABRA6 	15142	60783	0	1	1010	5116
361	GABRA6 	1839	50982	0	8	224	6785
362	GABRA6 	6515	40495	0	7	473	3651
363	GABRA6 	6558	64348	0	11	447	4003
364	GABRA6 	12499	36718	3	11	791	2769
365	GNAS 	292	3738	0	0	0	13
366	GNAS 	46078	26015	0	2	1577	1762
367	GNAS 	55732	2505	69	88	74	34
368	GNAS 	82793	4752	39	45	256	88
369	GNAS 	21831	9034	2	0	321	243
370	GNAS 	111176	3440	180	179	272	36
371	HHIPL2 	38973	91621	0	4	224	1303
372	HHIPL2 	7483	26430	0	1	301	1406
373	HIST1H1B 	111383	42099	2	24	1086	2138
374	HIST1H1B 	7760	50155	28	305	519	3976
375	HIST1H1B 	23891	75800	61	330	1739	8530
376	HIST1H1B 	7585	27827	4	9	228	958
377	HSPA12A 	6835	22055	3	23	391	1413
378	HSPA12A 	6500	60276	2	21	400	4162
379	HSPA12A 	60325	7648	46	0	5226	967
380	HTR2A 	3430	15530	0	2	126	805
381	HTR2A 	35461	35665	0	0	805	1604
382	IPCEF1 	39855	23000	6	34	282	562
383	IPCEF1 	28972	14618	37	52	297	348
384	IPCEF1 	31139	42846	8	41	251	2175
385	KCNA1 	17124	85615	0	0	61	3564
386	KCNA1 	122204	5109	85	89	272	81
387	KCNA1 	19728	6275	216	100	407	165
388	KCNA1 	30677	65024	1	0	1566	4276
389	KCNA1 	20906	13691	2	1	1434	1388
390	KCNA1 	46781	24880	283	646	360	282
391	KCNQ4 	14336	24051	10	46	302	1844
392	KCNQ4 	19003	5053	0	1	107	283
393	KCNQ4 	70244	42371	18	20	1283	3257
394	NPPC 	9969	13989	19	122	79	204
395	NPPC 	8756	9169	3	17	176	314
396	NPPC 	18535	16822	186	433	148	125
397	PGAP1 	33594	70789	21	87	392	1797
398	PGAP1 	5963	4756	5	5	385	387
399	PGAP1 	46296	72887	44	94	726	2650
400	PLCL1 	25814	21665	138	170	190	311
401	PLCL1 	16166	20959	443	1448	48	52
402	PNMA2 	30170	55687	0	0	351	3012
403	PNMA2 	22893	76697	0	0	43	396
404	PNMA2 	62582	57954	0	1	342	1822
405	PPEF1 	7218	9136	202	736	50	96
406	PPEF1 	9856	6518	42	60	18	38
407	PPEF1 	19973	13184	250	2069	392	121
408	PPP1R14D 	10017	49164	0	57	182	2214
409	PRDM12 	2077	32942	0	0	397	6700
410	PRDM12 	1482	72112	0	0	22	3828
411	PRDM12 	5741	36166	0	0	234	2070
412	RNASE1 	39596	35220	16	61	482	863
413	RNASE1 	10202	16443	26	47	373	946
414	RNASE1 	35436	56771	5	5	393	1259
415	RNASE1 	43955	67442	4	6	1005	3217
416	RNASE1 	14663	29229	4	122	541	1745
417	RNASE1 	13385	31313	20	44	438	1216
418	SCN11A 	2839	64165	0	61	239	5631
419	SCN11A 	17634	26570	2	27	441	1173
420	SCN11A 	36225	41206	80	189	1064	2251
421	SERPINB5 	0	0	0	0	0	0
422	SERPINB5 	5112	1491	86	20	29	23
423	SERPINB5 	15049	29960	394	1325	45	164
424	SERPINB5 	58783	29168	219	1157	493	538
425	SERPINB5 	3517	1161	38	30	83	35
426	SERPINB5 	89493	11993	88	174	418	201
427	SFTPB 	19896	88044	0	0	1292	6883
428	SFTPB 	7434	65146	1	0	270	2860
429	SFTPB 	37696	8920	32	17	1122	342
430	SFTPB 	10438	12969	0	1	1562	1882
431	SFTPB 	10044	14806	12	27	461	741
432	SFTPB 	114755	62407	1	0	9543	6506
433	SLC4A10 	23934	26399	9	8	926	1476
434	SLC4A10 	37808	22290	18	14	638	844
435	SPINK1 	8850	17441	0	0	68	425
436	SPINK1 	26758	7153	16	17	296	115
437	SPINK1 	82518	27261	0	0	653	1172
438	SPINK1 	2123	3306	0	0	16	73
439	SPINK1 	10364	14409	0	1	28	389
440	SPINK1 	64933	36554	0	0	432	1214
441	STAP1 	35866	20878	47	40	1173	761
442	STAP1 	21483	59901	1	18	1516	4490
443	STAP1 	7249	3851	119	414	158	93
444	STAP1 	125411	7933	411	220	3293	402
445	STAP1 	52652	18146	706	1363	1035	220
446	STXBP2 	2186	2387	13	5	173	170
447	STXBP2 	4371	1725	27	9	48	52
448	SULT1E1 	25587	44692	2	11	219	638
449	SULT1E1 	66015	14870	2	5	114	240
450	SULT1E1 	10456	29837	2	13	135	435
451	SULT1E1 	5347	61760	0	6	187	2687
452	SULT1E1 	5058	3708	1	1	73	68
453	SULT1E1 	9285	54583	0	0	140	1543
454	SYNPO2L 	19132	53182	35	280	822	2744
455	SYNPO2L 	61892	54349	38	92	2219	3477
456	SYNPO2L 	8367	53935	3	24	517	3652
457	SYNPO2L 	915	16284	0	2	30	716
458	SYNPO2L 	8785	11823	47	265	199	334
459	TEX12 	4368	15635	0	0	66	349
460	TEX12 	6816	43059	0	0	705	4634
461	TEX12 	1960	5745	0	0	50	328
462	TEX12 	12720	17568	0	0	563	1680
463	TEX12 	335	5467	0	0	5	521
464	TEX12 	1613	13765	0	0	311	2535
465	TP53 	60788	25737	2	0	489	489
466	TP53 	15595	62688	1114	1349	461	3792
467	TP53 	58495	28673	750	1379	354	225
468	TP53 	8382	7536	0	0	55	51
469	TP53 	75034	16482	400	329	1885	682
470	TP53 	121757	4451	745	116	110	4
471	ZP2 	5749	21592	0	1	436	1674
472	ZP2 	132126	6854	1	2	1868	675
473	ZP2 	6721	17970	0	0	692	1703
474	ZP2 	6402	42530	0	1	399	5211
475	ZP2 	16651	17822	1	0	944	1243
